file_name,duration_seconds
common_voice_cv_17341468,4.989375
common_voice_cv_17341469,3.1869375
common_voice_cv_17341470,2.1159375
common_voice_cv_17341471,3.0040625
common_voice_cv_17341472,5.17225
common_voice_cv_17341473,4.022875
common_voice_cv_17341477,2.899625
common_voice_cv_17341478,4.4408125
common_voice_cv_17341479,3.3175625
common_voice_cv_17341480,3.2653125
common_voice_cv_17341481,3.4220625
common_voice_cv_17341483,3.0563125
common_voice_cv_17341485,3.5788125
common_voice_cv_17341487,2.82125
common_voice_cv_17341488,3.2653125
common_voice_cv_17341489,3.2130625
common_voice_cv_17341490,0.36575
common_voice_cv_17341491,3.1085625
common_voice_cv_17341492,6.530625
common_voice_cv_17341493,6.76575
common_voice_cv_17341494,2.92575
common_voice_cv_17341495,5.146125
common_voice_cv_17341498,3.3175625
common_voice_cv_17341499,3.1085625
common_voice_cv_17341501,3.2914375
common_voice_cv_17341502,3.84
common_voice_cv_17341503,4.3363125
common_voice_cv_17341504,5.6946875
common_voice_cv_17341505,5.0155
common_voice_cv_17341506,4.4930625
common_voice_cv_17341507,3.3175625
common_voice_cv_17341508,5.250625
common_voice_cv_17341509,2.2465625
common_voice_cv_17341510,3.4481875
common_voice_cv_17341511,3.1869375
common_voice_cv_17341512,3.631
common_voice_cv_17341513,4.7020625
common_voice_cv_17341514,2.2204375
common_voice_cv_17341515,4.3885625
common_voice_cv_17341516,2.586125
common_voice_cv_17341517,2.8735
common_voice_cv_17341518,3.0301875
common_voice_cv_17341519,3.5265625
common_voice_cv_17341520,3.866125
common_voice_cv_17341521,4.20575
common_voice_cv_17341522,3.0563125
common_voice_cv_17341523,3.970625
common_voice_cv_17341524,4.6759375
common_voice_cv_17341525,3.0824375
common_voice_cv_17341526,5.4335
common_voice_cv_17341527,6.24325
common_voice_cv_17341528,4.4669375
common_voice_cv_17341529,6.0081875
common_voice_cv_17341530,2.92575
common_voice_cv_17341531,3.0301875
common_voice_cv_17341532,3.3698125
common_voice_cv_17341533,1.9069375
common_voice_cv_17341534,6.8440625
common_voice_cv_17341535,4.6759375
common_voice_cv_17341536,3.709375
common_voice_cv_17341537,3.99675
common_voice_cv_17341538,5.38125
common_voice_cv_17341539,4.231875
common_voice_cv_17341541,4.4408125
common_voice_cv_17341543,3.5265625
common_voice_cv_17341545,5.511875
common_voice_cv_17341546,3.2391875
common_voice_cv_17341547,0.7575625
common_voice_cv_17341548,3.4743125
common_voice_cv_17341549,4.96325
common_voice_cv_17341550,4.5453125
common_voice_cv_17341551,3.0301875
common_voice_cv_17341552,3.3698125
common_voice_cv_17341553,2.742875
common_voice_cv_17341554,4.7281875
common_voice_cv_17341555,2.1420625
common_voice_cv_17341556,2.899625
common_voice_cv_17341557,4.231875
common_voice_cv_17341558,2.0898125
common_voice_cv_17341561,3.9445
common_voice_cv_17341563,3.0563125
common_voice_cv_17341564,4.5714375
common_voice_cv_17341565,2.6645
common_voice_cv_17341566,4.2840625
common_voice_cv_17341567,5.27675
common_voice_cv_17341568,4.1535
common_voice_cv_17341569,1.9591875
common_voice_cv_17341570,5.0155
common_voice_cv_17341571,5.38125
common_voice_cv_17341572,4.179625
common_voice_cv_17341573,3.7355
common_voice_cv_17341574,3.99675
common_voice_cv_17341576,4.231875
common_voice_cv_17341578,3.2391875
common_voice_cv_17341579,1.9069375
common_voice_cv_17341580,5.9820625
common_voice_cv_17341582,5.2245
common_voice_cv_17341585,6.426125
common_voice_cv_17341587,5.12
common_voice_cv_17341588,7.2359375
common_voice_cv_17341589,5.198375
common_voice_cv_17341590,7.1053125
common_voice_cv_17341591,1.7763125
common_voice_cv_17341592,2.1420625
common_voice_cv_17341594,2.2726875
common_voice_cv_17341596,4.7543125
common_voice_cv_17341598,3.813875
common_voice_cv_17341599,4.8849375
common_voice_cv_17341600,3.1869375
common_voice_cv_17341601,3.2914375
common_voice_cv_17341602,2.951875
common_voice_cv_17341603,4.3885625
common_voice_cv_17341604,4.5453125
common_voice_cv_17341605,2.586125
common_voice_cv_17341606,1.8024375
common_voice_cv_17341607,1.8024375
common_voice_cv_17341608,4.8849375
common_voice_cv_17341609,4.5191875
common_voice_cv_17341611,2.2988125
common_voice_cv_17341613,3.1608125
common_voice_cv_17341614,5.304
common_voice_cv_17341615,1.752
common_voice_cv_17341616,1.32
common_voice_cv_17341618,2.2465625
common_voice_cv_17341619,4.049
common_voice_cv_17341620,2.71675
common_voice_cv_17341621,4.1535
common_voice_cv_17341622,4.4930625
common_voice_cv_17341623,4.5714375
common_voice_cv_17341624,4.20575
common_voice_cv_17341625,4.2579375
common_voice_cv_17341627,3.1346875
common_voice_cv_17341630,3.84
common_voice_cv_17341631,3.7355
common_voice_cv_17341632,3.3175625
common_voice_cv_17341634,2.638375
common_voice_cv_17341636,4.1535
common_voice_cv_17341638,1.488
common_voice_cv_17341639,4.4146875
common_voice_cv_17341640,0.648
common_voice_cv_17341641,0.624
common_voice_cv_17341642,1.9069375
common_voice_cv_17341643,5.198375
common_voice_cv_17341644,2.61225
common_voice_cv_17341645,4.6759375
common_voice_cv_17341646,2.8735
common_voice_cv_17341647,2.377125
common_voice_cv_17341648,3.761625
common_voice_cv_17341649,2.586125
common_voice_cv_17341650,2.0898125
common_voice_cv_17341651,3.89225
common_voice_cv_17341652,2.4555
common_voice_cv_17341654,2.50775
common_voice_cv_17341655,3.3698125
common_voice_cv_17341659,2.2988125
common_voice_cv_17341661,3.4481875
common_voice_cv_17341663,3.68325
common_voice_cv_17341664,4.4146875
common_voice_cv_17341665,3.3436875
common_voice_cv_17341666,2.1681875
common_voice_cv_17341667,2.4555
common_voice_cv_17341668,5.8253125
common_voice_cv_17341669,3.657125
common_voice_cv_17341670,2.50775
common_voice_cv_17341671,2.690625
common_voice_cv_17341672,7.2881875
common_voice_cv_17341675,4.3363125
common_voice_cv_17341677,4.127375
common_voice_cv_17341678,5.17225
common_voice_cv_17341679,1.253875
common_voice_cv_17341680,1.671875
common_voice_cv_17341681,4.3363125
common_voice_cv_17341682,3.657125
common_voice_cv_17341683,5.38125
common_voice_cv_17341684,3.631
common_voice_cv_17341686,2.0898125
common_voice_cv_17341688,3.0301875
common_voice_cv_17341689,1.9591875
common_voice_cv_17341691,2.638375
common_voice_cv_17341692,3.78775
common_voice_cv_17341693,3.970625
common_voice_cv_17341694,6.1388125
common_voice_cv_17341695,5.302875
common_voice_cv_17341696,4.5714375
common_voice_cv_17341697,5.8253125
common_voice_cv_17341698,4.5191875
common_voice_cv_17341699,2.9779375
common_voice_cv_17341700,4.7020625
common_voice_cv_17341703,2.71675
common_voice_cv_17341706,3.1869375
common_voice_cv_17341708,2.847375
common_voice_cv_17341710,3.4743125
common_voice_cv_17341711,3.5788125
common_voice_cv_17341712,4.937125
common_voice_cv_17341713,3.99675
common_voice_cv_17341714,3.68325
common_voice_cv_17341715,4.96325
common_voice_cv_17341716,4.022875
common_voice_cv_17341717,2.9779375
common_voice_cv_17341718,2.429375
common_voice_cv_17341719,5.2245
common_voice_cv_17341720,4.179625
common_voice_cv_17341722,5.48575
common_voice_cv_17341724,4.231875
common_voice_cv_17341728,3.3436875
common_voice_cv_17341730,4.2579375
common_voice_cv_17341731,3.5788125
common_voice_cv_17341732,4.022875
common_voice_cv_17341733,3.970625
common_voice_cv_17341734,5.7208125
common_voice_cv_17341735,5.7991875
common_voice_cv_17341736,5.9559375
common_voice_cv_17341737,2.2726875
common_voice_cv_17341739,2.2465625
common_voice_cv_17341741,5.093875
common_voice_cv_17341743,3.4220625
common_voice_cv_17341744,4.7281875
common_voice_cv_17341745,5.198375
common_voice_cv_17341746,3.99675
common_voice_cv_17341747,3.0824375
common_voice_cv_17341750,2.82125
common_voice_cv_17341752,3.2130625
common_voice_cv_17341753,2.638375
common_voice_cv_17341754,2.1159375
common_voice_cv_17341755,5.48575
common_voice_cv_17341757,3.84
common_voice_cv_17341759,3.5004375
common_voice_cv_17341760,3.3959375
common_voice_cv_17341761,3.631
common_voice_cv_17341763,3.2391875
common_voice_cv_17341764,4.6759375
common_voice_cv_17341765,3.0040625
common_voice_cv_17341766,2.4555
common_voice_cv_17341767,5.9036875
common_voice_cv_17341768,6.0343125
common_voice_cv_17341769,5.093875
common_voice_cv_17341770,3.813875
common_voice_cv_17341771,2.0375625
common_voice_cv_17341772,1.567375
common_voice_cv_17341773,2.1681875
common_voice_cv_17341775,3.2914375
common_voice_cv_17341777,2.56
common_voice_cv_17341778,4.127375
common_voice_cv_17341780,2.1943125
common_voice_cv_17341781,5.0155
common_voice_cv_17341782,4.5714375
common_voice_cv_17341783,3.0040625
common_voice_cv_17341784,3.657125
common_voice_cv_17341786,3.0824375
common_voice_cv_17341789,1.7240625
common_voice_cv_17341790,4.20575
common_voice_cv_17341791,4.4408125
common_voice_cv_17341792,2.899625
common_voice_cv_17341793,5.198375
common_voice_cv_17341794,2.71675
common_voice_cv_17341795,3.1085625
common_voice_cv_17341796,4.911
common_voice_cv_17341797,4.8849375
common_voice_cv_17341799,3.866125
common_voice_cv_17341801,3.866125
common_voice_cv_17341803,2.533875
common_voice_cv_17341804,5.4335
common_voice_cv_17341805,2.951875
common_voice_cv_17341806,3.78775
common_voice_cv_17341807,3.1085625
common_voice_cv_17341808,6.0604375
common_voice_cv_17341809,2.4555
common_voice_cv_17341810,3.6049375
common_voice_cv_17341811,2.1420625
common_voice_cv_17341812,3.3436875
common_voice_cv_17341814,4.5714375
common_voice_cv_17341816,4.231875
common_voice_cv_17341817,2.377125
common_voice_cv_17341819,3.1085625
common_voice_cv_17341820,3.6049375
common_voice_cv_17341821,3.3698125
common_voice_cv_17341822,4.1535
common_voice_cv_17341823,2.71675
common_voice_cv_17341824,3.0040625
common_voice_cv_17341825,3.866125
common_voice_cv_17341826,2.0114375
common_voice_cv_17341827,3.0301875
common_voice_cv_17341828,3.1869375
common_voice_cv_17341830,3.84
common_voice_cv_17341832,3.89225
common_voice_cv_17341834,3.4220625
common_voice_cv_17341835,3.3436875
common_voice_cv_17341836,1.253875
common_voice_cv_17341837,4.231875
common_voice_cv_17341838,3.2130625
common_voice_cv_17341839,2.769
common_voice_cv_17341840,2.769
common_voice_cv_17341841,3.4220625
common_voice_cv_17341842,3.709375
common_voice_cv_17341843,4.127375
common_voice_cv_17341846,2.429375
common_voice_cv_17341848,2.3249375
common_voice_cv_17341849,2.742875
common_voice_cv_17341850,4.4669375
common_voice_cv_17341851,2.0898125
common_voice_cv_17341852,3.84
common_voice_cv_17341853,2.795125
common_voice_cv_17341854,5.9036875
common_voice_cv_17341855,4.2579375
common_voice_cv_17341856,4.5191875
common_voice_cv_17341857,3.5265625
common_voice_cv_17341858,1.8808125
common_voice_cv_17341859,4.3624375
common_voice_cv_17341860,3.761625
common_voice_cv_17341862,2.429375
common_voice_cv_17341863,4.2840625
common_voice_cv_17341866,3.0301875
common_voice_cv_17341867,3.9445
common_voice_cv_17341868,4.127375
common_voice_cv_17341869,3.4481875
common_voice_cv_17341870,3.78775
common_voice_cv_17341871,3.761625
common_voice_cv_17341872,6.66125
common_voice_cv_17341873,5.041625
common_voice_cv_17341874,5.329
common_voice_cv_17341875,4.4669375
common_voice_cv_17341878,3.813875
common_voice_cv_17341880,4.5191875
common_voice_cv_17341881,4.3363125
common_voice_cv_17341882,5.9036875
common_voice_cv_17341883,1.0449375
common_voice_cv_17341884,4.8326875
common_voice_cv_17341885,8.829375
common_voice_cv_17341886,0.9926875
common_voice_cv_17341887,2.82125
common_voice_cv_17341888,4.8588125
common_voice_cv_17341889,4.2579375
common_voice_cv_17341890,6.9485625
common_voice_cv_17341892,4.3101875
common_voice_cv_17341894,3.866125
common_voice_cv_17341896,7.497125
common_voice_cv_17341897,3.866125
common_voice_cv_17341898,3.813875
common_voice_cv_17341899,2.6645
common_voice_cv_17341900,5.093875
common_voice_cv_17341901,5.5379375
common_voice_cv_17341902,2.769
common_voice_cv_17341903,3.0301875
common_voice_cv_17341904,3.5004375
common_voice_cv_17341905,4.3624375
common_voice_cv_17341908,3.5788125
common_voice_cv_17341909,2.795125
common_voice_cv_17341911,2.742875
common_voice_cv_17341912,4.2840625
common_voice_cv_17341913,2.2988125
common_voice_cv_17341914,3.2130625
common_voice_cv_17341915,2.8735
common_voice_cv_17341916,2.351
common_voice_cv_17341917,4.8065625
common_voice_cv_17341918,2.690625
common_voice_cv_17341919,5.7991875
common_voice_cv_17341921,5.146125
common_voice_cv_17341923,4.7804375
common_voice_cv_17341924,5.5379375
common_voice_cv_17341926,16.7445
common_voice_cv_17341927,2.6645
common_voice_cv_17341928,4.1535
common_voice_cv_17341929,3.3698125
common_voice_cv_17341930,5.7469375
common_voice_cv_17341931,4.4930625
common_voice_cv_17341932,2.0114375
common_voice_cv_17341933,2.3249375
common_voice_cv_17341934,5.0155
common_voice_cv_17341935,2.351
common_voice_cv_17341936,3.918375
common_voice_cv_17341938,3.5004375
common_voice_cv_17341940,7.497125
common_voice_cv_17341942,4.8326875
common_voice_cv_17341943,3.3175625
common_voice_cv_17341944,3.0563125
common_voice_cv_17341945,3.2653125
common_voice_cv_17341946,2.0114375
common_voice_cv_17341947,15.8040625
common_voice_cv_17341948,1.54125
common_voice_cv_17341949,2.769
common_voice_cv_17341950,2.0636875
common_voice_cv_17341951,3.1346875
common_voice_cv_17341952,3.657125
common_voice_cv_17341953,2.377125
common_voice_cv_17341954,2.71675
common_voice_cv_17341955,4.127375
common_voice_cv_17341956,4.8849375
common_voice_cv_17341957,2.92575
common_voice_cv_17341958,5.093875
common_voice_cv_17341959,3.3175625
common_voice_cv_17341960,4.3363125
common_voice_cv_17341961,5.7730625
common_voice_cv_17341964,3.3175625
common_voice_cv_17341966,3.4481875
common_voice_cv_17341967,5.7208125
common_voice_cv_17341968,5.6163125
common_voice_cv_17341969,5.093875
common_voice_cv_17341970,7.0008125
common_voice_cv_17341971,4.4408125
common_voice_cv_17341972,2.56
common_voice_cv_17341973,1.9591875
common_voice_cv_17341974,3.761625
common_voice_cv_17341975,2.847375
common_voice_cv_17341976,3.761625
common_voice_cv_17341977,3.2653125
common_voice_cv_17341978,3.78775
common_voice_cv_17341979,2.533875
common_voice_cv_17341980,2.82125
common_voice_cv_17341981,8.1501875
common_voice_cv_17341982,11.493875
common_voice_cv_17341983,2.61225
common_voice_cv_17341984,2.481625
common_voice_cv_17341987,3.4743125
common_voice_cv_17341989,3.78775
common_voice_cv_17341990,3.2653125
common_voice_cv_17341991,3.657125
common_voice_cv_17341992,3.89225
common_voice_cv_17341993,5.9559375
common_voice_cv_17341994,3.0301875
common_voice_cv_17341995,2.899625
common_voice_cv_17341996,4.10125
common_voice_cv_17341997,3.78775
common_voice_cv_17341998,3.1608125
common_voice_cv_17341999,5.407375
common_voice_cv_17342000,3.5265625
common_voice_cv_17342001,3.4481875
common_voice_cv_17342002,4.7804375
