path	client_id	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	dur	speaker_id
common_voice_cv_17343937.mp3	011d2f88262d0941820fe17c67b342f8792c9745fa86d887ff43343fb7efaa88d033ee1fc6b226105d5456eba458be0fb8e1ea2474956df23bfbd89154dcee03	6ed124432ae303a09ad8355698f9274bbc189ba98ea7c46b723e868339720b38	Юнашар класра физика учителӗ икӗ ачапа пӗрле кино кӑтартма хатӗрленнӗ.		2	0	fourties	male_masculine			cv		6.744	8
common_voice_cv_17343938.mp3	011d2f88262d0941820fe17c67b342f8792c9745fa86d887ff43343fb7efaa88d033ee1fc6b226105d5456eba458be0fb8e1ea2474956df23bfbd89154dcee03	1d5cb2ea234b8fc82d86edca933ba57bc6dae020f2851fd40ba19f511a99527e	Ҫак лару-тӑрура пирӗн сӑмах ҫирӗп пулмалла.		2	0	fourties	male_masculine			cv		5.376	8
common_voice_cv_17343939.mp3	011d2f88262d0941820fe17c67b342f8792c9745fa86d887ff43343fb7efaa88d033ee1fc6b226105d5456eba458be0fb8e1ea2474956df23bfbd89154dcee03	58593c1edba931399e720e660a5bc124ea5f8cbc748542ecb2d826f8b4b0d422	Ҫырура хамӑр историе ракурс тумасан, ҫыру витӗмлӗ пулмасть.		2	0	fourties	male_masculine			cv		6.144	8
common_voice_cv_18039695.mp3	ca003010a8c179e5cd5d2bdfb4e0d0f52f33faa69e5838b0180cf629c93f2761c821508584220b0bccd786039dd5682e2a58f8d225b8c0a1b1f80ee17f4b7c23	977b108cac7013c182d171b2267ca4662415fe4b75c344f47c8ee04d1b9cc509	Ҫавӑнпа вӑл велосипедпа ҫула тухнӑ.		2	0					cv		2.376	9
common_voice_cv_18039696.mp3	ca003010a8c179e5cd5d2bdfb4e0d0f52f33faa69e5838b0180cf629c93f2761c821508584220b0bccd786039dd5682e2a58f8d225b8c0a1b1f80ee17f4b7c23	55d256d03e2e7654851f094ec486c7f25b8944873d8d083d19b490d79ee2fc34	Ахӑртнех, вӗсене сутнӑ вӑл.		2	0					cv		2.184	9
common_voice_cv_18039697.mp3	ca003010a8c179e5cd5d2bdfb4e0d0f52f33faa69e5838b0180cf629c93f2761c821508584220b0bccd786039dd5682e2a58f8d225b8c0a1b1f80ee17f4b7c23	90ca60e6a32c7177f6da780eb314683c7222ecc443946b85ac7f03d91531e3fa	Хӑнасем культурӑсем хушшинчи диалог текен мероприятие хутшӑннӑ.		2	0					cv		4.032	9
common_voice_cv_17431882.mp3	06ae1e9463c1b980aee005133e3172b349c42cd1f9980b2a30ab891a61cc57be0c21d01cc84854bef1e5561e0287891080bc5a6f8b3fdbdd7409840b8951939e	c7ab43d8ade4c35105f426a697cacd4dd9d71c21e9c903e94197d65b0de5c1e7	Ара, унта ӑшӑ, ҫавна май вӑл унта хӗл каҫасшӑн.		2	0					cv		5.664	10
common_voice_cv_17431884.mp3	06ae1e9463c1b980aee005133e3172b349c42cd1f9980b2a30ab891a61cc57be0c21d01cc84854bef1e5561e0287891080bc5a6f8b3fdbdd7409840b8951939e	894e44b5d0991ba7ed0d3a7b9b508f5bff99495b84c1d970b5b58e02ac541308	Вӑл снайпер-разведчик пулнӑ.		2	0					cv		3.744	10
common_voice_cv_17431885.mp3	06ae1e9463c1b980aee005133e3172b349c42cd1f9980b2a30ab891a61cc57be0c21d01cc84854bef1e5561e0287891080bc5a6f8b3fdbdd7409840b8951939e	f5e97a0c5640763c62ccd5f89d0342bf859a2d916d662c22b0e3fb23263ecb56	Ҫӗмӗрле хулине хӑтлӑлатас ӗҫ хӗрсех пырать.		2	0					cv		5.016	10
common_voice_cv_17431886.mp3	06ae1e9463c1b980aee005133e3172b349c42cd1f9980b2a30ab891a61cc57be0c21d01cc84854bef1e5561e0287891080bc5a6f8b3fdbdd7409840b8951939e	0114d8a529eeb673453c1c64e7db14550ffc79d74366314ed5c52751b8b89f5f	Унта вӑл хӑй ӑсталанӑ мотобордпа ҫӳреме кӑмӑллать.		2	0					cv		5.304	10
common_voice_cv_22980509.mp3	1d932d04ef91b470e3d325580bddb7bb70f0290c8fcf05d0b7ce1055d3c76b9751c29ea49cb6318c6312caad147801c0d4fa5d3bf98c6bd2f731ad28e7bfc484	7e93780664772c125b8e4217bf2227e0a44e5a4dbe757b8ed021e87d26b0f905	Ҫак хыпара Оксана Антонова пӗлтернӗ.		2	0					cv		4.944	11
common_voice_cv_22980510.mp3	1d932d04ef91b470e3d325580bddb7bb70f0290c8fcf05d0b7ce1055d3c76b9751c29ea49cb6318c6312caad147801c0d4fa5d3bf98c6bd2f731ad28e7bfc484	6af7169c243964d18bf643e1fda150bbfd0cc017950c8f1b49c69ccf743c242b	Вӑл Тутар Республикинче пурӑнатчӗ.		2	0					cv		4.176	11
common_voice_cv_22980513.mp3	1d932d04ef91b470e3d325580bddb7bb70f0290c8fcf05d0b7ce1055d3c76b9751c29ea49cb6318c6312caad147801c0d4fa5d3bf98c6bd2f731ad28e7bfc484	c293ef49751867e0142277f90ecb74adf9aadede09befc2f865c6ffb226b20c9	Вӗсем те мана ырӑпа тавӑраҫҫӗ.		2	0					cv		4.536	11
common_voice_cv_22980515.mp3	1d932d04ef91b470e3d325580bddb7bb70f0290c8fcf05d0b7ce1055d3c76b9751c29ea49cb6318c6312caad147801c0d4fa5d3bf98c6bd2f731ad28e7bfc484	142690764f4bb7fea18fd45fce559dfecda2c61e29728274d6f2ab2a5dca640f	Проектпа килӗшӳллӗн, тӗрлӗ мероприяти ирттермелле.		2	0					cv		4.536	11
common_voice_cv_20975244.mp3	2301c832e6289647929f18e19ce0d29f193cd3fb84d317ac234c0c075556dbc87a1100a1fb79acf2c80770709835b6995c8f1a9d940409abce01c0e029e77738	5df5043e877839533ca9a9473de2881026fdd2e71a5286189f866d70af5fb79f	Ӑна итлесшӗн те пулмарӑм, сӑмахӗсене хӑлхана чикмерӗм.		2	0					cv		5.712	12
common_voice_cv_20975245.mp3	2301c832e6289647929f18e19ce0d29f193cd3fb84d317ac234c0c075556dbc87a1100a1fb79acf2c80770709835b6995c8f1a9d940409abce01c0e029e77738	4d79af85f0989908481840150b4e0b5a8d5338bc485acf42405c9d2e0944a2f5	Арҫын тӗксӗм-хӑмӑр сӑран куртка, хура шӑлавар, хура пушмак тӑхӑннӑ.		2	0					cv		7.656	12
common_voice_cv_20975247.mp3	2301c832e6289647929f18e19ce0d29f193cd3fb84d317ac234c0c075556dbc87a1100a1fb79acf2c80770709835b6995c8f1a9d940409abce01c0e029e77738	6950a3640a62cbf694cbf2da12f5e05361e34e7278841c1bf76fcb1055df9e30	Анчах палӑртнӑ вӑхӑт тӗлне ҫулӑн пӗр пайне ҫеҫ асфальт сарнӑ.		2	0					cv		7.272	12
common_voice_cv_20975248.mp3	2301c832e6289647929f18e19ce0d29f193cd3fb84d317ac234c0c075556dbc87a1100a1fb79acf2c80770709835b6995c8f1a9d940409abce01c0e029e77738	773a897f66d9be5f9121dca2b3530d3fd265560177af463cff2ad8aa9e5a0525	Тата ҫапла шикленмелли меслетне вӑл ҫамрӑксенче ҫирӗплетесшӗн.		2	0					cv		6.192	12
common_voice_cv_17431646.mp3	33cbca9966596d0fbb1090565223344d234b6e44d6040b415ea8cce91c220ab8dabedd1abffb58a5ce3318976d532b04674dd39702cb8edda7d40cf97cf5b837	2aa5c9d5b8cc85c89c8844139ca410a0af2817b74d3e7eec15b9477afd2cfcf6	Вӑтам, аслӑ, хатӗрленӳ ушкӑнӗсенче эрнере икӗ хут чӑваш чӗлхине вӗренеҫҫӗ иккен.		2	0					cv		9.624	13
common_voice_cv_17431647.mp3	33cbca9966596d0fbb1090565223344d234b6e44d6040b415ea8cce91c220ab8dabedd1abffb58a5ce3318976d532b04674dd39702cb8edda7d40cf97cf5b837	31d0dff55331421ef818ce62b393c44c39c37026bc5a0d3a37ed888a55115dcb	Вӗсем унта ҫур ҫул командировкӑра пулнӑ.		2	1					cv		5.424	13
common_voice_cv_17431648.mp3	33cbca9966596d0fbb1090565223344d234b6e44d6040b415ea8cce91c220ab8dabedd1abffb58a5ce3318976d532b04674dd39702cb8edda7d40cf97cf5b837	8f36fa8680df17a6d3369b19b19991cf9cb33ccc0a6a6ff8548da130d65a1ad6	Вӗсене кашни ҫулах ӑсатса кӗтсе илеҫҫӗ.		2	0					cv		6.096	13
common_voice_cv_17431649.mp3	33cbca9966596d0fbb1090565223344d234b6e44d6040b415ea8cce91c220ab8dabedd1abffb58a5ce3318976d532b04674dd39702cb8edda7d40cf97cf5b837	acf258502d42a8dc72e6aaf5fb7c6940103db8c27bce798c5f0a99dbffcfd04f	Унта вӑл Раҫҫейӗн допингла хирӗҫ агентствин пресс-служби пӗлтернине асӑннӑ.		2	0					cv		8.904	13
common_voice_cv_20790021.mp3	5bb8a164e9302c34bad75736025b7ac8ff62245eab1c751e5a1cb940649f1913cccd539fc3a31fa7b30f140e3981f6725d6eadb7388bbf8115f234f87ea2a28f	2e107682542f130fa2cca0473c1cdec7817458754f691e867f0bd31f62654903	Тӗслӗхрен, стилист ҫӳҫ тӑкӑннӑ вӑхӑтра илемлӗ курӑнма вӗрентет.		2	1					cv		6.816	14
common_voice_cv_20790022.mp3	5bb8a164e9302c34bad75736025b7ac8ff62245eab1c751e5a1cb940649f1913cccd539fc3a31fa7b30f140e3981f6725d6eadb7388bbf8115f234f87ea2a28f	7fa2b4fb7e85b44d4a92fbf821c4f45edf567c7b2fbdfc7b4998110b9a01f3f2	Тен, ҫамрӑксен чунӗ темӗскере сиснӗ?		2	0					cv		5.976	14
common_voice_cv_20790023.mp3	5bb8a164e9302c34bad75736025b7ac8ff62245eab1c751e5a1cb940649f1913cccd539fc3a31fa7b30f140e3981f6725d6eadb7388bbf8115f234f87ea2a28f	6b7ec871c221f99b3b6a189835de96650950ccc5ae28542f30c5398d459b2a1c	Унччен ҫакна тумашкӑн анализа ытти региона янӑ.		2	0					cv		6.744	14
common_voice_cv_20790025.mp3	5bb8a164e9302c34bad75736025b7ac8ff62245eab1c751e5a1cb940649f1913cccd539fc3a31fa7b30f140e3981f6725d6eadb7388bbf8115f234f87ea2a28f	5c131fd94b3f5930f02782ea444a363799d32855c65e61f7c168fb6699359774	Техникӑна вара трасса ҫинче туптаҫҫӗ.		2	0					cv		5.616	14
common_voice_cv_23014495.mp3	824253c494761bf14dffcc3bedc0cafad9fd544f0bb1caae57ff7ea05556ae5c928dd1dab5b326973de73cb7302e67bc974deec74782759547815c3f2f4b03be	83328cb5c342ada7552824e6e0940a6a166b14abc496a7ecb00beba3f40dd070	Ҫуллахи туризм сезонӗ Атӑл кунӗнче уҫӑлӗ.		2	0					cv		4.824	15
common_voice_cv_23014498.mp3	824253c494761bf14dffcc3bedc0cafad9fd544f0bb1caae57ff7ea05556ae5c928dd1dab5b326973de73cb7302e67bc974deec74782759547815c3f2f4b03be	0c7fc4925139654507e28d5f43ec43a7b9461833cd0a30c511479bfc9565f777	Килсӗррисене тӑрантармашкӑн хастарсен сахал мар чӑтма тивнӗ.		2	0					cv		6.096	15
common_voice_cv_23014500.mp3	824253c494761bf14dffcc3bedc0cafad9fd544f0bb1caae57ff7ea05556ae5c928dd1dab5b326973de73cb7302e67bc974deec74782759547815c3f2f4b03be	c521d7d800cb5b2e9ceeee97060958c3ab606cefc89322a21ee026c648a16826	Ҫав вӑхӑтрах аппам Лиля шӑнкӑравларӗ.		2	1					cv		4.656	15
common_voice_cv_23014502.mp3	824253c494761bf14dffcc3bedc0cafad9fd544f0bb1caae57ff7ea05556ae5c928dd1dab5b326973de73cb7302e67bc974deec74782759547815c3f2f4b03be	fbb9339c938e57ae9492057e8b91de1ebcd0b4374f7ed0a94969615f10e23638	Ӗҫе пуҫӑнсанах Володя пичче йӗркене кӑмӑллани палӑрчӗ.		2	0					cv		5.616	15
common_voice_cv_23150442.mp3	912337dc4fab208309ef34eacebe3b53eae848f4698b3a4d538c4d81e90884f464a49e5335ed3fcf724c9c827ef47bbd8841b361a78a98e38115207da490078e	4d555e2d2df2a585a138dd22ac4cfa13898fc598bf77c99470d54a7116e006a5	Анчах Дима Ершовпа тӗл пулса калаҫсан иккӗленӳ сирӗлнӗ.		2	0					cv		8.064	16
common_voice_cv_23150444.mp3	912337dc4fab208309ef34eacebe3b53eae848f4698b3a4d538c4d81e90884f464a49e5335ed3fcf724c9c827ef47bbd8841b361a78a98e38115207da490078e	cb2f61677fa841507d15f6f68d31c872bb51bd677b20c14e20d98e5ec7fb1747	Ҫав кун Говоровсемшӗн уява ҫаврӑннӑ.		2	0					cv		6.624	16
common_voice_cv_23150445.mp3	912337dc4fab208309ef34eacebe3b53eae848f4698b3a4d538c4d81e90884f464a49e5335ed3fcf724c9c827ef47bbd8841b361a78a98e38115207da490078e	6abf31660606c6840aa552669fc15deb6ea1d0f47a4a55adf6468b44477fa7f7	Хирург ҫӗҫҫи айне выртмасӑрах сывалнӑ тӗслӗхсем те пур.		2	1					cv		8.304	16
common_voice_cv_23150446.mp3	912337dc4fab208309ef34eacebe3b53eae848f4698b3a4d538c4d81e90884f464a49e5335ed3fcf724c9c827ef47bbd8841b361a78a98e38115207da490078e	32179a32ed17b8f94a6869d7bc9ff5466af279c105100f22628022907c72d465	Питӗ пултаруллӑскерӗн хӑнӑхтарӑвӗсем техника енчен таса.		2	0					cv		9.744	16
common_voice_cv_22986040.mp3	928fddccfa00041b97dd0e9a892f3f0fea62f31a5daa66684f45b2d5a813f46568f8f32de4fad03af3fccb5f6b546c13c1a47f46fa7e26e8efafb26cf7df55f8	5a47e87998ef21155185104c09b1b89b1ca3e13339836e3a91a354535c317033	Регистратурӑра йӑхран куҫакан чирсемпе кӑсӑкланнӑ.		2	1					cv		5.064	17
common_voice_cv_22986041.mp3	928fddccfa00041b97dd0e9a892f3f0fea62f31a5daa66684f45b2d5a813f46568f8f32de4fad03af3fccb5f6b546c13c1a47f46fa7e26e8efafb26cf7df55f8	a8aa2078d3026131db3f6062bfda58f22acd0235c5fd136beea6a3c1eba99a58	Теркӑланӑ кишӗрпе сухан ӑшаласа янӑскере халӑх кӑмӑллать.		2	0					cv		6.984	17
common_voice_cv_22986042.mp3	928fddccfa00041b97dd0e9a892f3f0fea62f31a5daa66684f45b2d5a813f46568f8f32de4fad03af3fccb5f6b546c13c1a47f46fa7e26e8efafb26cf7df55f8	f7f5a4cfac2141cfc25f14659832721360a035717e0d537c49009769a2f554d2	Ҫӗнтерӳҫине юпа уйӑхӗн вӗҫӗнче палӑртӗҫ.		2	0					cv		5.064	17
common_voice_cv_22986044.mp3	928fddccfa00041b97dd0e9a892f3f0fea62f31a5daa66684f45b2d5a813f46568f8f32de4fad03af3fccb5f6b546c13c1a47f46fa7e26e8efafb26cf7df55f8	a3b4c7b7846a6106dd5b781fc652193220a73d7002fbdb57c3c1caf12c29c230	Ҫавра сӗтел-канашлура чӗлхе политикине ҫулран ҫул хӗсни пирки каларӗҫ.		2	0					cv		6.936	17
common_voice_cv_27625429.mp3	92abcd3467387a96b8b2361801504bc003172d208378fd09ed3aecb580f8c8487a2f209a1c7614a336fe6e9a5c67527559a227f82fa4b19d19553d9f04653e7d	f788528a2926f62e0d817acab46e843dc09968a92bebcfa1d1be49b40bafc7e5	улттӑ		2	0					cv	Benchmark	3.168	18
common_voice_cv_27625433.mp3	92abcd3467387a96b8b2361801504bc003172d208378fd09ed3aecb580f8c8487a2f209a1c7614a336fe6e9a5c67527559a227f82fa4b19d19553d9f04653e7d	3df665a8bb83e4251551d2b990f303a0cdec1132ed857945ca9a8d03b1c02919	иккӗ		2	0					cv	Benchmark	2.448	18
common_voice_cv_27625436.mp3	92abcd3467387a96b8b2361801504bc003172d208378fd09ed3aecb580f8c8487a2f209a1c7614a336fe6e9a5c67527559a227f82fa4b19d19553d9f04653e7d	8a65a63d24acfc455b6b68a04af132c85f2b4b5a62906ceaa13a21f4055709b4	тӑваттӑ		2	1					cv	Benchmark	2.916	18
common_voice_cv_27625437.mp3	92abcd3467387a96b8b2361801504bc003172d208378fd09ed3aecb580f8c8487a2f209a1c7614a336fe6e9a5c67527559a227f82fa4b19d19553d9f04653e7d	f6c29271fed18cbad5534e213702521cb1b5b8f3e88a95cbd9d5fa69581ad95d	ҫапла		2	0					cv	Benchmark	2.7	18
common_voice_cv_30638083.mp3	bd4b753eeeedcc84cea162e32dd4fd94e4f52d5acdd5d291a778f3ca992b424a4f87855031d78e70ea324b2ccd77b61e219a714953e1bad9500f6045e62b29f2	938934aa1205058a6111e9c37b2e01d3eea3547d34cfdec9d683ca45ba66ace8	пиллӗк		2	0	twenties	male_masculine			cv	Benchmark	2.772	19
common_voice_cv_30638085.mp3	bd4b753eeeedcc84cea162e32dd4fd94e4f52d5acdd5d291a778f3ca992b424a4f87855031d78e70ea324b2ccd77b61e219a714953e1bad9500f6045e62b29f2	f6c29271fed18cbad5534e213702521cb1b5b8f3e88a95cbd9d5fa69581ad95d	ҫапла		2	0	twenties	male_masculine			cv	Benchmark	2.628	19
common_voice_cv_30638086.mp3	bd4b753eeeedcc84cea162e32dd4fd94e4f52d5acdd5d291a778f3ca992b424a4f87855031d78e70ea324b2ccd77b61e219a714953e1bad9500f6045e62b29f2	cd4144bc80db87186e6d98bdfcd2c152d1eaa74a60565d90b8f4f5adcf0fdab9	вуннӑ		2	0	twenties	male_masculine			cv	Benchmark	2.34	19
common_voice_cv_30638087.mp3	bd4b753eeeedcc84cea162e32dd4fd94e4f52d5acdd5d291a778f3ca992b424a4f87855031d78e70ea324b2ccd77b61e219a714953e1bad9500f6045e62b29f2	02a5f25f3ea6eedc0971d929bee791ca15ff502a900e1072c890a20062ce294f	ҫук		2	0	twenties	male_masculine			cv	Benchmark	2.34	19
common_voice_cv_22989633.mp3	bd5452fdfa8cadada3b973cf754415fddcc2eeebf830481a1d8442efab980981848bf52d4919fc15de5f785541e53e14bd51014dc071290f6b721ff24bcb8a21	b7f3e234c849f8e3f3b8ce0e45496b8888f92747ce68391b49c4a537fe76756d	Ҫапла кӑҫаллӑха ӗҫ вӗҫленӗ.		2	0					cv		6.216	20
common_voice_cv_22989634.mp3	bd5452fdfa8cadada3b973cf754415fddcc2eeebf830481a1d8442efab980981848bf52d4919fc15de5f785541e53e14bd51014dc071290f6b721ff24bcb8a21	2c25ac3463dff9f6f25520d2545bb9f1f06ed35a8e3afa830c720c054afd611f	Чирлӗ ачана мӗнле илсе тухмалла?		2	0					cv		3.816	20
common_voice_cv_22989637.mp3	bd5452fdfa8cadada3b973cf754415fddcc2eeebf830481a1d8442efab980981848bf52d4919fc15de5f785541e53e14bd51014dc071290f6b721ff24bcb8a21	38fd41dc62dde401bc1c8a5471caa3ee4df0a1749e141873a2aac772c60eda61	Эпӗ никама та хистеместӗп.		2	0					cv		3.864	20
common_voice_cv_22989638.mp3	bd5452fdfa8cadada3b973cf754415fddcc2eeebf830481a1d8442efab980981848bf52d4919fc15de5f785541e53e14bd51014dc071290f6b721ff24bcb8a21	5d748ce8e06e72d24b064c144edb0807611b2118c98ec096865782da6aab14da	Хӗлле ҫуллахи пушмакпа ҫӳремелле мар!		2	0					cv		5.016	20
common_voice_cv_23002085.mp3	ca545719788800d86368e6c8c1eb0cf2051b2b92d061a28a59c6ec7ac6ce403be9dd355d4b9b69d5291479a8aef51fb070c3fe50980aae5714d0d7bcad6b3df8	d53be97eb6664196b3a8d7391996c1d389d444c229d81b5fa8986ea5db25c242	Полици ӑна шарама пуҫланӑ ӗнтӗ.		2	0					cv		3.744	21
common_voice_cv_23002086.mp3	ca545719788800d86368e6c8c1eb0cf2051b2b92d061a28a59c6ec7ac6ce403be9dd355d4b9b69d5291479a8aef51fb070c3fe50980aae5714d0d7bcad6b3df8	60d9ac4feb92017e642d2b48b4db73f5e08289dbbb25d21c17361dc9f091a2d0	Сутуҫа шӑлавара виҫме хистерӗм.		2	0					cv		4.344	21
common_voice_cv_23002089.mp3	ca545719788800d86368e6c8c1eb0cf2051b2b92d061a28a59c6ec7ac6ce403be9dd355d4b9b69d5291479a8aef51fb070c3fe50980aae5714d0d7bcad6b3df8	af6b2e94c93ddb6fc07f7d58fe60526b912a3ce74a1a7ec97528788cb58c3398	Вӑл ҫӳҫе ҫӳлерех асӑннӑ отварсемпе черетлесе ҫӳҫе чӳхеме сӗнет.		2	0					cv		7.584	21
common_voice_cv_23002090.mp3	ca545719788800d86368e6c8c1eb0cf2051b2b92d061a28a59c6ec7ac6ce403be9dd355d4b9b69d5291479a8aef51fb070c3fe50980aae5714d0d7bcad6b3df8	b9af6479dcfd0a18488cc936ff92e44ce8d0df0d5579682cf81e7edca0c7a993	Волонтерӑн психолог та пулмалла.		2	0					cv		3.984	21
common_voice_cv_20792687.mp3	1110261f9dda54bdf961810b6bd52ad92577eec0610b0bea2656a1bcb4e8fbcd05bc586e88bc685df84ec442216d580e3b4bc0e7376189d8f2bb116fc66f2380	7708dd71d9f83a9f769756ce18aecac78d59800ac75a787465d0fdc396ef0bfe	Сивӗ урайне кавир сарни те пулӑшмасть.		2	0					cv		4.896	22
common_voice_cv_20792688.mp3	1110261f9dda54bdf961810b6bd52ad92577eec0610b0bea2656a1bcb4e8fbcd05bc586e88bc685df84ec442216d580e3b4bc0e7376189d8f2bb116fc66f2380	89473f88d3d1525a7ec4e7fbe900617708ef48a95b8c918050807d0d2cb35214	Пӗтӗм тӗнчери кинофестиваль йыхравлать		2	0					cv		4.416	22
common_voice_cv_20792689.mp3	1110261f9dda54bdf961810b6bd52ad92577eec0610b0bea2656a1bcb4e8fbcd05bc586e88bc685df84ec442216d580e3b4bc0e7376189d8f2bb116fc66f2380	5d748ce8e06e72d24b064c144edb0807611b2118c98ec096865782da6aab14da	Хӗлле ҫуллахи пушмакпа ҫӳремелле мар!		2	0					cv		5.184	22
common_voice_cv_20792690.mp3	1110261f9dda54bdf961810b6bd52ad92577eec0610b0bea2656a1bcb4e8fbcd05bc586e88bc685df84ec442216d580e3b4bc0e7376189d8f2bb116fc66f2380	1a279ff2e3f462e1b023573b85cc2c97759e9e6d60ee25d3e89d32d222d68f56	Ашшӗпе амӑшне кура ачисем те тӑрӑшуллӑ.		2	0					cv		4.776	22
common_voice_cv_20792691.mp3	1110261f9dda54bdf961810b6bd52ad92577eec0610b0bea2656a1bcb4e8fbcd05bc586e88bc685df84ec442216d580e3b4bc0e7376189d8f2bb116fc66f2380	8d08b243759e6628dd3be221aebc8369efb7b47cafecae6f9d78d0b43d76ae97	Суд ӑна ирӗксӗрлесе сипленме йышӑннӑ.		2	0					cv		4.776	22
common_voice_cv_30403451.mp3	11d18b5c7ca05b83f410feb5130452ddc64a1228ecca47adffed1651d2b2db348556b1df23b007f5858556c37b8eb56b3189216b0cac69c55564bfe4a1f9552b	f6c29271fed18cbad5534e213702521cb1b5b8f3e88a95cbd9d5fa69581ad95d	ҫапла		3	0					cv	Benchmark	2.268	23
common_voice_cv_30403452.mp3	11d18b5c7ca05b83f410feb5130452ddc64a1228ecca47adffed1651d2b2db348556b1df23b007f5858556c37b8eb56b3189216b0cac69c55564bfe4a1f9552b	8162010209ab9b002db4102d550e1df62e2907c2692c68ba109f65a4f8aea6c4	саккӑр		3	0					cv	Benchmark	2.088	23
common_voice_cv_30403453.mp3	11d18b5c7ca05b83f410feb5130452ddc64a1228ecca47adffed1651d2b2db348556b1df23b007f5858556c37b8eb56b3189216b0cac69c55564bfe4a1f9552b	788a5490bdf1387f52c3557ab1fe1f48300e0428701681c604d7c0340f75f388	пӗрре		2	0					cv	Benchmark	2.088	23
